,train,test
0.1,0.0035711400000309366,0.02369658000002346
0.2,0.008680899999990287,0.025394339999957084
0.30000000000000004,0.014838419999978213,0.026805060000015146
0.4,0.021481559999892853,0.025650780000023587
0.5,0.02706548000001021,0.02218213999994987
0.6,0.031396560000030146,0.017236180000008972
0.7000000000000001,0.036955220000027114,0.012779419999969833
0.8,0.04140528000002632,0.008401880000019447
0.9,0.045754500000020924,0.004197500000009314
