mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.005004167556762695,1.9466795466607238e-07,0.0010008811950683594,3.371747880871523e-07,0.001,balanced,304,1e-08,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 1e-08}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.0023355484008789062,0.00047153903155141864,0.0010010401407877605,2.247831920581015e-07,0.001,balanced,304,0.01000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.01000001}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.003670295079549154,0.0017010150634246453,0.0013352235158284504,0.0012495290096493131,0.001,balanced,304,0.020000010000000002,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.020000010000000002}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.0020034313201904297,5.150429962800233e-07,0.0013336340586344402,0.0004715957797873884,0.001,balanced,304,0.03000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.03000001}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.002002159754435221,1.2665889621185641e-06,0.0006670157114664713,0.00047165158381917905,0.001,balanced,304,0.04000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.04000001}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.0020017623901367188,2.10565587671467e-06,0.0010005633036295574,1.1069288474070324e-06,0.001,balanced,304,0.050000010000000004,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.050000010000000004}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.001669168472290039,0.00047255408423504063,0.001001278559366862,2.4495180459693976e-06,0.001,balanced,304,0.06000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.06000001}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.003669579823811849,0.0012491252950141108,0.0016678969065348308,0.0009433026654718231,0.001,balanced,304,0.07000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.07000001}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8818036057427542,0.8616874379847582,0.8591060094866468,0.8675323510713864,0.01014618074922752
0.0023355484008789062,0.0004723819182213035,0.0010013580322265625,5.840038639982171e-07,0.001,balanced,304,0.08000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.08000001}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8815878026993654,0.8616874379847582,0.8591060094866468,0.8674604167235902,0.010045006028009281
0.002001682917277018,2.4649401377472594e-06,0.0010001659393310547,2.5530462907487567e-06,0.001,balanced,304,0.09000000999999999,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.09000000999999999}",0.83648049424543,0.8630800739297662,0.8846565588667303,0.8613981444571412,0.01970519267037741,18,0.8815878026993654,0.8616874379847582,0.8591060094866468,0.8674604167235902,0.010045006028009281
0.03269608815511068,0.002056912037934595,0.001001596450805664,8.485379419351666e-07,0.251,balanced,304,1e-08,"{'C': 0.251, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 1e-08}",0.8458289600738917,0.8615572270786741,0.8744454761167841,0.8606060683550288,0.011702862605118878,29,0.8891241266797039,0.8624375364769927,0.8547862906989566,0.8687826512852177,0.014718856531840198
0.0323638121287028,0.0017016697059066,0.0010007222493489583,6.836513890459241e-07,0.251,balanced,304,0.01000001,"{'C': 0.251, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.01000001}",0.8458289600738917,0.8662533215234715,0.8735442646604132,0.8618706454479855,0.011732091535535994,11,0.8889027229602722,0.8624375364769927,0.8554423158781932,0.8689275251051528,0.014410405379906205
0.04103700319925944,0.011441025058684504,0.000667413075764974,0.0004719323518753975,0.251,balanced,304,0.020000010000000002,"{'C': 0.251, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.020000010000000002}",0.8458289600738917,0.8662533215234715,0.8739946380697041,0.8620207243564534,0.01188238055810524,9,0.8891241266797039,0.8624375364769927,0.8550048539311531,0.8688555056959499,0.014649776787699095
0.03870256741841634,0.006656647742800255,0.0010010401407877605,9.199648620915592e-07,0.251,balanced,304,0.03000001,"{'C': 0.251, 'class_weight': 'balanced', 'max_iter': 304, 'tol': 0.03000001}",0.8458289600738917,0.8615572270786741,0.8735442646604132,0.8603057557058346,0.011350116838629668,32,0.8889027229602722,0.8622162312378013,0.8550048539311531,0.8687079360430755,0.01458019329176726
