,train,test
0.1,0.008026920000020255,0.00021031999999649998
0.2,0.009551319999991393,0.0002176400000735157
0.30000000000000004,0.016575960000045596,0.00019379999998818674
0.4,0.02318943999998737,0.00018480000003364693
0.5,0.03814265999999407,0.0001870000000053551
0.6,0.04443167999997968,0.00016028000000005703
0.7000000000000001,0.052823720000060345,0.00014203999999153893
0.8,0.05661013999997522,0.0001275400000395166
0.9,0.0762499999999818,0.00012521999997261446
