,train,test
0.1,0.018470420000039667,0.002005860000008397
0.2,0.022845120000101814,0.0019028599999273866
0.30000000000000004,0.028698599999961515,0.001632679999966058
0.4,0.034998260000020306,0.0015725800000382152
0.5,0.04112478000001829,0.001415060000044832
0.6,0.047147979999999735,0.001212759999998525
0.7000000000000001,0.05314665999999306,0.0010344400000121823
0.8,0.059070479999991224,0.0008707200000571902
0.9,0.06512488000003032,0.0006677000000308908
