,train,test
0.1,0.0005841799999416253,0.035317879999911386
0.2,0.000900119999960225,0.04891720000000532
0.30000000000000004,0.0015501400000175636,0.06736631999992823
0.4,0.0014155599999867263,0.07171889999999621
0.5,0.0021095799999329757,0.07953674000000319
0.6,0.0025076400000216383,0.06939520000000812
0.7000000000000001,0.0030251799999405195,0.057882759999984046
0.8,0.0035754199999701087,0.04088790000005247
0.9,0.004078939999953945,0.0220741800000269
