,train,test
0.1,0.05573868000001312,0.005006680000019514
0.2,0.11651850000001787,0.004495719999999892
0.30000000000000004,0.1466090200000167,0.00354346000001442
0.4,0.12047403999999914,0.003910959999996066
0.5,0.19174784000001638,0.0032116599999994833
0.6,0.19456895999999232,0.0021868800000106603
0.7000000000000001,0.25966986000000813,0.0018039200000089296
0.8,0.201132819999998,0.001208000000008269
0.9,0.3191764600000056,0.000582499999995889
