mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_base_estimator__criterion,param_base_estimator__max_depth,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.008007129033406576,0.0014157407427258552,0.0023359457651774087,0.0009418416551947517,gini,1,0.01,1,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 1}",0.7114035266954107,0.6694045174537977,0.7240421987784552,0.7016197178334659,0.023351661269274505,1349,0.7772023159402986,0.7058477708353469,0.719893676235045,0.7343145876702302,0.030863568509919483
0.006339708964029948,0.0004715961413898423,0.0013344287872314453,0.00047002229959503347,gini,1,0.01,2,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 2}",0.7114035266954107,0.6694045174537977,0.7240421987784552,0.7016197178334659,0.023351661269274505,1349,0.7772023159402986,0.7058477708353469,0.719893676235045,0.7343145876702302,0.030863568509919483
0.020685434341430664,0.008187055591240097,0.002001206080118815,0.00141450443517246,gini,1,0.01,5,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 5}",0.7114035266954107,0.6694045174537977,0.7240421987784552,0.7016197178334659,0.023351661269274505,1349,0.7772023159402986,0.7058477708353469,0.719893676235045,0.7343145876702302,0.030863568509919483
0.02769152323404948,0.00873820900881881,0.0016685326894124348,0.00047142655959197545,gini,1,0.01,10,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 10}",0.7114035266954107,0.6694045174537977,0.7240421987784552,0.7016197178334659,0.023351661269274505,1349,0.7772023159402986,0.7058477708353469,0.719893676235045,0.7343145876702302,0.030863568509919483
0.04270482063293457,0.00047137035374583886,0.002002159754435221,4.49566384116203e-07,gini,1,0.01,20,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 20}",0.7114035266954107,0.6694045174537977,0.750643369903832,0.7104840838109056,0.033166968064233575,1318,0.7772023159402986,0.7058477708353469,0.750337310510857,0.7444624657621675,0.029425081448763536
0.07473524411519368,0.012375403443736187,0.0030020872751871743,0.0008176054173224228,gini,1,0.01,30,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 30}",0.7114035266954107,0.6694045174537977,0.750643369903832,0.7104840838109056,0.033166968064233575,1318,0.7772023159402986,0.7058477708353469,0.750337310510857,0.7444624657621675,0.029425081448763536
0.09475262959798177,0.03373690496669005,0.0036693414052327475,0.0012493801816954651,gini,1,0.01,45,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 45}",0.7232044933364371,0.6694045174537977,0.750643369903832,0.7144201270092327,0.03373784792809855,1292,0.7899143535734039,0.7058477708353469,0.750337310510857,0.7486998116398693,0.03433956547218782
0.1237791379292806,0.03453106410028765,0.004003842671712239,0.0014155159595343283,gini,1,0.01,60,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 60}",0.7242967518067496,0.6694045174537977,0.750643369903832,0.7147844341591185,0.03383648911472252,1277,0.7910530235687048,0.7058477708353469,0.750337310510857,0.7490793683049696,0.03479626979322029
0.1608139673868815,0.08398357838181703,0.00800633430480957,0.0053581317661831876,gini,1,0.01,80,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 80}",0.7501797785128735,0.6694045174537977,0.750643369903832,0.7234173465566996,0.038184613801694786,1222,0.8093449614870483,0.7058477708353469,0.750337310510857,0.7551766809444174,0.04239089326607441
0.15247495969136557,0.06620370056387836,0.008337100346883139,0.005793155965744593,gini,1,0.01,90,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 90}",0.7501797785128735,0.6694045174537977,0.750643369903832,0.7234173465566996,0.038184613801694786,1222,0.8093449614870483,0.7058477708353469,0.750337310510857,0.7551766809444174,0.04239089326607441
0.15981300671895346,0.07338013941218179,0.006338834762573242,0.002496678932988007,gini,1,0.01,100,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.01, 'n_estimators': 100}",0.7501797785128735,0.6694045174537977,0.750643369903832,0.7234173465566996,0.038184613801694786,1222,0.8093449614870483,0.7058477708353469,0.750337310510857,0.7551766809444174,0.04239089326607441
0.0023349126180013022,0.0004713141679983425,0.0010013580322265625,3.371747880871523e-07,gini,1,0.02,1,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.02, 'n_estimators': 1}",0.7114035266954107,0.6694045174537977,0.7240421987784552,0.7016197178334659,0.023351661269274505,1349,0.7772023159402986,0.7058477708353469,0.719893676235045,0.7343145876702302,0.030863568509919483
0.005004088083902995,6.836513890459241e-07,0.0010008811950683594,5.150429962800233e-07,gini,1,0.02,2,"{'base_estimator__criterion': 'gini', 'base_estimator__max_depth': 1, 'learning_rate': 0.02, 'n_estimators': 2}",0.7114035266954107,0.6694045174537977,0.7240421987784552,0.7016197178334659,0.023351661269274505,1349,0.7772023159402986,0.7058477708353469,0.719893676235045,0.7343145876702302,0.030863568509919483
