,train,test
0.1,0.012230680000038774,0.0003840000000764121
0.2,0.01309873999998672,0.00026760000009744543
0.30000000000000004,0.016363879999926213,0.00025133999993158794
0.4,0.019681620000028488,0.00024847999998200976
0.5,0.011371599999938553,0.00024455999996462194
0.6,0.004223319999891828,0.00018671999991966005
0.7000000000000001,0.011181159999932789,0.00017159999997602428
0.8,0.031013020000000325,0.00016172000000551633
0.9,0.054599039999993694,0.00014228000000002795
