,train,test
0.1,0.032046260000015536,0.0014722599999913654
0.2,0.028557299999965834,0.0014907799999491545
0.30000000000000004,0.029208080000034897,0.0014222799999060952
0.4,0.01199212000001353,0.0005712400000447814
0.5,0.03038378000001103,0.0013416599999800383
0.6,0.030804840000018884,0.0013073000000076718
0.7000000000000001,0.03159614000001056,0.0012825800000882738
0.8,0.03205728000002637,0.0012404599999626953
0.9,0.03238642000001164,0.0012193599999591243
