param_max_iter,train acc,test acc
1,0.0,0.0
2,0.0,0.0
4,0.0,0.0
8,0.0,0.0
16,0.0,0.0
32,0.02985074626865666,0.16666666666666655
64,0.6984126984127007,0.6913580246913584
128,0.8366533864541846,0.8723618090452262
256,0.8321579689703813,0.8562691131498472
512,0.8321579689703813,0.8562691131498472
1024,0.8321579689703813,0.8562691131498472
2048,0.8321579689703813,0.8562691131498472
