mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_max_iter,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.0006673336029052734,0.00047187733059085064,0.00033394495646158856,0.00047226948651407126,0.001,balanced,4126,1e-08,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 1e-08}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.00033346811930338543,0.00047159513693789695,0.0006670951843261719,0.0004717076892080888,0.001,balanced,4126,0.01000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.01000001}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.00033362706502278644,0.0004718199201299551,0.00033354759216308594,0.000471707528533926,0.001,balanced,4126,0.020000010000000002,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.020000010000000002}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0,0.0,0.00033346811930338543,0.00047159513693789695,0.001,balanced,4126,0.03000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.03000001}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0,0.0,0.0010008811950683594,3.371747880871523e-07,0.001,balanced,4126,0.04000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.04000001}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0,0.0,0.0010009606679280598,2.9736021254650284e-07,0.001,balanced,4126,0.050000010000000004,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.050000010000000004}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0,0.0,0.001000801722208659,2.247831920581015e-07,0.001,balanced,4126,0.06000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.06000001}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0010008811950683594,0.0008172160736881718,0.000667572021484375,0.0004720447434618672,0.001,balanced,4126,0.07000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.07000001}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.00034085909525553387,0.0004820475553685986,0.0006673336029052734,0.0004718761259665186,0.001,balanced,4126,0.08000001,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.08000001}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0003344217936197917,0.00047294383609024557,0.00033362706502278644,0.0004718199201299551,0.001,balanced,4126,0.09000000999999999,"{'C': 0.001, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.09000000999999999}",0.8540988458123706,0.8043478260869564,0.7938021454112042,0.8175138514741399,0.026303684907171623,1,0.8207932229495564,0.8411522633744848,0.8647746243739566,0.8422400368993327,0.01797179932087265
0.0020019213358561196,2.9736021254650284e-07,0.0,0.0,0.251,balanced,4126,1e-08,"{'C': 0.251, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 1e-08}",0.8447488584474886,0.826302729528536,0.7777777777777782,0.8164355406953728,0.028194516661754147,11,0.8452335005789261,0.8364918466284699,0.8716266587147756,0.8511173353073905,0.014934934179498245
0.001334826151529948,0.0004714273634410479,0.0010006427764892578,0.000817118757102258,0.251,balanced,4126,0.01000001,"{'C': 0.251, 'class_weight': 'balanced', 'max_iter': 4126, 'tol': 0.01000001}",0.8447488584474886,0.826302729528536,0.7777777777777782,0.8164355406953728,0.028194516661754147,11,0.8452335005789261,0.8364918466284699,0.8716266587147756,0.8511173353073905,0.014934934179498245
