,train,test
0.1,0.0005445000000236178,0.0015313800000058108
0.2,0.0005281400000512803,0.001717300000063915
0.30000000000000004,0.000410100000044622,0.0013224000000263913
0.4,0.00020955999998477636,0.0007461000000148488
0.5,0.00021243999999569495,0.0007293400000889961
0.6,0.00021753999999418738,0.0006714800000281685
0.7000000000000001,0.00022308000002340122,0.0006088200000249344
0.8,0.0002468000000135362,0.0005467800000587886
0.9,0.0002545800000007148,0.00041803999997682697
