,train,test
0.1,0.0009855000000243308,0.0001731399999698624
0.2,0.0011040000000775763,0.00016946000005191308
0.30000000000000004,0.001281819999940126,0.00016472000002067943
0.4,0.0014552599999660743,0.00016100000002552405
0.5,0.0012804000000414817,0.00011469999999462744
0.6,0.0006295000000136497,5.3360000038082944e-05
0.7000000000000001,0.0006907200000568992,5.169999999452557e-05
0.8,0.0007458400000359688,5.016000000068743e-05
0.9,0.0007947200000671728,4.797999999937019e-05
