,train,test
0.1,0.0008677000000261615,0.0007564600000478094
0.2,0.001071920000049431,0.0010125599999355472
0.30000000000000004,0.0010466199999882519,0.0008816800000204239
0.4,0.0006562400000348134,0.00043258000000605533
0.5,0.0008194800000637769,0.0004228799999964394
0.6,0.000990339999952994,0.0003786799999488721
0.7000000000000001,0.001197680000041146,0.0003200799999831361
0.8,0.0014653999999609368,0.00025376000003234366
0.9,0.0017481199999565434,0.00016264000000774104
